iter	RMSE
459	2444.430505
460	2443.59675
461	2442.869872
462	2442.147042
463	2440.960388
464	2440.523874
465	2439.541221
466	2438.970291
467	2438.144854
468	2437.168142
469	2435.522651
470	2434.86038
471	2434.058963
472	2433.549839
473	2433.033216
474	2432.006983
475	2430.457665
476	2429.373565
477	2428.389067
478	2427.416369
479	2426.379296
480	2425.430331
481	2424.353951
482	2423.292686
483	2422.268416
484	2421.851308
485	2420.959331
486	2420.307702
487	2419.55992
488	2418.788073
489	2417.776811
490	2417.189367
491	2416.313242
492	2415.935092
493	2415.47122
494	2414.083858
495	2413.262171
496	2412.337669
497	2411.784514
498	2410.709908
499	2410.232772
500	2409.75911
501	2409.196126
502	2408.150714
503	2406.816278
504	2405.710106
505	2404.684218
506	2404.269342
507	2403.554966
508	2403.019983
509	2402.051519
510	2401.638917
511	2400.072216
512	2398.844936
513	2397.781692
514	2397.107047
515	2396.579771
516	2396.186862
517	2395.444198
518	2394.588994
519	2393.615265
520	2392.645225
521	2391.984176
522	2391.152126
523	2390.342826
524	2389.832514
525	2389.311851
526	2388.2381
527	2387.215444
528	2386.657842
529	2385.693512
530	2385.125841
531	2384.519088
532	2384.126258
533	2383.735447
534	2383.217469
535	2382.880085
536	2382.331761
537	2381.497241
538	2380.813399
539	2380.227569
540	2378.910858
541	2378.347936
542	2378.136098
543	2377.332276
544	2377.001303
545	2376.386748
546	2376.028262
547	2375.59899
548	2374.84925
549	2374.198612
550	2373.739782
551	2373.110252
552	2372.189324
553	2371.40376
554	2370.450432
555	2369.809027
556	2367.985418
557	2367.135606
558	2366.417213
559	2365.474158
560	2364.321824
561	2363.240318
562	2362.695214
563	2361.955359
564	2361.175742
565	2360.387962
566	2359.93041
567	2359.450416
568	2359.213283
569	2358.543808
570	2357.563462
571	2357.006739
572	2356.350944
573	2355.382874
574	2354.760785
575	2354.322821
576	2353.870068
577	2353.452625
578	2352.47401
579	2352.002804
580	2350.897411
581	2350.591206
582	2349.263319
583	2348.502516
584	2348.177718
585	2347.509184
586	2346.91835
587	2346.769011
588	2345.930798
589	2345.337092
590	2344.861809
591	2344.339229
592	2344.110209
593	2343.610028
594	2342.964118
595	2342.082482
596	2340.899185
597	2340.196973
598	2339.586857
599	2338.999857
600	2338.292725
601	2337.904913
602	2336.719344
603	2336.354991
604	2336.088462
605	2335.329379
606	2334.816578
607	2334.153543
608	2333.6516
609	2332.963438
610	2332.602689
611	2332.264272
612	2331.805439
613	2331.180939
614	2330.718172
615	2329.980697
616	2329.238015
617	2328.600084
618	2328.275836
619	2327.610103
620	2326.882877
621	2326.436017
622	2325.85944
623	2324.619728
624	2324.125608
625	2323.71456
626	2323.046781
627	2322.738954
628	2322.165847
629	2321.263574
630	2320.762389
631	2320.260482
632	2319.140637
633	2317.900036
634	2317.017115
635	2316.64385
636	2316.104337
637	2315.921311
638	2315.043769
639	2314.606717
640	2314.262011
641	2313.546138
642	2313.061025
643	2312.530972
644	2311.893689
645	2311.124871
646	2311.124535
647	2310.695721
648	2309.990663
649	2309.280546
650	2308.777681
651	2308.454801
652	2307.430152
653	2306.438713
654	2305.111362
655	2304.560888
656	2304.157493
657	2303.858761
658	2303.320041
659	2302.707196
660	2302.08504
661	2301.55544
662	2301.059069
663	2300.31457
664	2299.990236
665	2299.180444
666	2297.917673
667	2297.132315
668	2296.738548
669	2296.16057
670	2295.490302
671	2295.128909
672	2294.436112
673	2294.038436
674	2293.346294
675	2292.890825
676	2291.868724
677	2291.348889
678	2290.625511
679	2289.862638
680	2289.218142
681	2288.705463
682	2288.372744
683	2287.945665
684	2287.406884
685	2286.3875
686	2286.066624
687	2285.360093
688	2284.955751
689	2284.253154
690	2283.542693
691	2282.957493
692	2282.526297
693	2281.966903
694	2281.359044
695	2280.825658
696	2280.438763
697	2279.94038
698	2279.542513
699	2278.769746
700	2278.358661
701	2277.606071
702	2277.320442
703	2276.967107
704	2276.307608
705	2275.943558
706	2275.648032
707	2275.375894
708	2274.99599
709	2274.323274
710	2273.740312
711	2272.722188
712	2272.029125
713	2271.427717
714	2271.209807
715	2270.429529
716	2269.936839
717	2269.63467
718	2269.236514
719	2268.62357
720	2268.309864
721	2267.873752
722	2267.554214
723	2267.11771
724	2266.690472
725	2265.35558
726	2264.756991
727	2264.245707
728	2263.392696
729	2263.153772
730	2262.323721
731	2261.710308
732	2261.059356
733	2260.194061
734	2259.436368
735	2258.861325
736	2258.374931
737	2257.994383
738	2257.475522
739	2256.980429
740	2256.674273
741	2256.156052
742	2255.681088
743	2255.119642
744	2254.706187
745	2254.163175
746	2253.959935
747	2253.366995
748	2253.009946
749	2252.482355
750	2251.892009
751	2250.634564
752	2250.174299
753	2249.563148
754	2248.916544
755	2248.311603
756	2248.020985
757	2247.4444
758	2246.580441
759	2246.40933
760	2245.763268
761	2245.293492
762	2244.086913
763	2243.379962
764	2242.732356
765	2242.262601
766	2241.51172
767	2241.186159
768	2240.612794
769	2239.907007
770	2239.038422
771	2238.349059
772	2237.972103
773	2237.612371
774	2237.138722
775	2236.383691
776	2236.234454
777	2235.708527
778	2235.099528
779	2234.28292
780	2233.569466
781	2233.095825
782	2232.451171
783	2232.132391
784	2231.761955
785	2231.373564
786	2230.987158
787	2230.514493
788	2230.322949
789	2229.887549
790	2229.278283
791	2228.993726
792	2228.469546
793	2227.748032
794	2226.857159
795	2226.263968
796	2225.671933
797	2224.716293
798	2223.553123
799	2223.257135
800	2222.807065
801	2222.134083
802	2221.609314
803	2221.215802
804	2220.429146
805	2219.483603
806	2219.059489
807	2218.424521
808	2217.872713
809	2217.153866
810	2216.934348
811	2216.125502
812	2215.586372
813	2215.046755
814	2214.519221
815	2214.157122
816	2213.930632
817	2213.80111
818	2213.219714
819	2212.771462
820	2212.50825
821	2212.161712
822	2210.863667
823	2210.239498
824	2209.857612
825	2209.586037
826	2209.079117
827	2208.356854
828	2208.072595
829	2207.700917
830	2207.17262
831	2206.838413
832	2206.341318
833	2205.988102
834	2205.563078
835	2205.416054
836	2204.989642
837	2204.754342
838	2204.152922
839	2203.471196
840	2203.04651
841	2202.679195
842	2202.004191
843	2201.67457
844	2201.456523
845	2200.811503
846	2200.348094
847	2199.585548
848	2199.038852
849	2198.75476
850	2198.468979
851	2197.950435
852	2197.455507
853	2196.947307
854	2196.461531
855	2195.380633
856	2194.896568
857	2194.454021
858	2194.219498
859	2193.822566
860	2193.302074
861	2192.636372
862	2192.222734
863	2191.762818
864	2191.425947
865	2191.23927
866	2191.073322
867	2190.816944
868	2190.608626
869	2190.142055
870	2189.796889
871	2189.447905
872	2189.138959
873	2188.78199
874	2188.350607
875	2187.841005
876	2187.290715
877	2186.691235
878	2186.181138
879	2185.360521
880	2184.884375
881	2184.567846
882	2184.197108
883	2183.605186
884	2183.228651
885	2182.937191
886	2182.448832
887	2182.292782
888	2181.956641
889	2181.757115
890	2181.368281
891	2180.994197
892	2180.635153
893	2179.79877
894	2179.287757
895	2178.115487
896	2177.833234
897	2177.642174
898	2177.044698
899	2176.778072
900	2176.329175
901	2175.606939
902	2175.084699
903	2174.051122
904	2173.185593
905	2172.620687
906	2172.108084
907	2171.827564
908	2171.194498
909	2170.404797
910	2169.970124
911	2169.484687
912	2169.229729
913	2168.743671
914	2168.143246
915	2167.639516
916	2167.269911
917	2166.84862
918	2166.344921
919	2165.906758
920	2165.32682
921	2164.816999
922	2164.227129
923	2163.752279
924	2163.133801
925	2162.71435
926	2162.431181
927	2162.15605
928	2161.790561
929	2161.503715
930	2161.233598
931	2160.801778
932	2160.212821
933	2159.792195
934	2159.295676
935	2158.983673
936	2158.375879
937	2157.919859
938	2157.657458
939	2157.241294
940	2156.933441
941	2156.786241
942	2156.259237
943	2155.926942
944	2155.882879
945	2155.467703
946	2154.904784
947	2154.392437
948	2154.061943
949	2153.770253
950	2153.014143
951	2152.745487
952	2152.464353
953	2152.134271
954	2151.508885
955	2151.007671
956	2150.608538
957	2150.176883
958	2149.817195
959	2148.898627
960	2148.468562
961	2148.361466
962	2147.924062
963	2147.439296
964	2146.823519
965	2146.627833
966	2146.159924
967	2145.620702
968	2145.165414
969	2144.817558
970	2144.405971
971	2143.966328
972	2143.705116
973	2143.268783
974	2142.652496
975	2142.131713
976	2141.638169
977	2141.171578
978	2140.851811
979	2140.186929
980	2139.646956
981	2139.063887
982	2138.635368
983	2138.266067
984	2137.7865
985	2137.459026
986	2136.693401
987	2136.441588
988	2135.982406
989	2135.789304
990	2135.330819
991	2134.722082
992	2134.543408
993	2134.088346
994	2133.480136
995	2133.169844
996	2132.961578
997	2132.681684
998	2132.201375
999	2131.822094
